1 0.207960199
2 0.1830845771
3 0.1084577114
4 0.05970149254
5 0.04975124378
6 0.04278606965
7 0.02388059701
8 0.02189054726
9 0.02288557214
10 0.01691542289
11 0.01592039801
12 0.01492537313
13 0.01194029851
14 0.01592039801
15 0.005970149254
16 0.01194029851
17 0.003980099502
18 0.006965174129
19 0.005970149254
20 0.003980099502
21 0.008955223881
22 0.002985074627
23 0.008955223881
24 0.004975124378
25 0.003980099502
26 0.001990049751
27 0.002985074627
28 0.005970149254
29 0.004975124378
30 0.003980099502
31 0.004975124378
32 0.002985074627
33 0.003980099502
34 0.0009950248756
35 0.002985074627
36 0.003980099502
37 0.004975124378
38 0
39 0.001990049751
40 0
41 0.001990049751
42 0.002985074627
43 0.001990049751
44 0.003980099502
45 0.002985074627
46 0.0009950248756
47 0.003980099502
48 0.0009950248756
49 0.002985074627
50 0.002985074627
