10 0.7358490566
20 0.09731876862
30 0.04965243297
40 0.0268123138
50 0.02581926514
60 0.01092353525
70 0.01092353525
80 0.006951340616
90 0.002979145978
100 0.005958291956
110 0.005958291956
120 0
130 0.0009930486594
140 0.0009930486594
150 0
160 0.0009930486594
170 0.004965243297
180 0.002979145978
190 0.001986097319
200 0
210 0.003972194638
220 0
230 0
240 0.0009930486594
250 0
260 0
270 0.0009930486594
280 0.0009930486594
290 0
300 0
310 0
320 0
330 0
340 0
350 0
360 0
370 0
380 0
390 0.0009930486594
