0 0 0.19860973187686196
1 0 0.004965243296921549
0 1 0.003972194637537239
1 1 0.17378351539225423
2 1 0.003972194637537239
1 2 9.930486593843098E-4
2 2 0.10327706057596822
3 3 0.05858987090367428
4 3 0.0019860973187686196
2 4 9.930486593843098E-4
3 4 9.930486593843098E-4
4 4 0.04667328699106256
6 4 9.930486593843098E-4
4 5 9.930486593843098E-4
5 5 0.039721946375372394
6 5 9.930486593843098E-4
4 6 9.930486593843098E-4
5 6 9.930486593843098E-4
6 6 0.021847070506454815
7 6 9.930486593843098E-4
7 7 0.020854021847070508
8 7 9.930486593843098E-4
7 8 0.0019860973187686196
8 8 0.019860973187686197
9 8 9.930486593843098E-4
10 8 9.930486593843098E-4
11 8 9.930486593843098E-4
9 9 0.014895729890764648
10 9 9.930486593843098E-4
9 10 9.930486593843098E-4
10 10 0.011916583912611719
9 11 9.930486593843098E-4
11 11 0.014895729890764648
12 11 9.930486593843098E-4
12 12 0.010923535253227408
13 12 9.930486593843098E-4
12 13 0.0019860973187686196
13 13 0.012909632571996028
14 14 0.005958291956305859
14 15 9.930486593843098E-4
15 15 0.010923535253227408
17 17 0.006951340615690168
18 17 9.930486593843098E-4
16 16 0.003972194637537239
19 19 0.003972194637537239
20 19 9.930486593843098E-4
18 18 0.004965243296921549
21 21 0.0029791459781529296
19 20 9.930486593843098E-4
20 20 0.006951340615690168
23 23 0.004965243296921549
22 22 0.00893743793445879
25 25 0.0019860973187686196
24 24 0.003972194637537239
27 27 0.005958291956305859
26 26 0.0029791459781529296
29 29 0.0029791459781529296
29 28 9.930486593843098E-4
28 28 0.004965243296921549
30 30 0.003972194637537239
