0 0 0.7259185700099305
10 0 0.0029791459781529296
70 70 0.006951340615690168
200 200 0.0029791459781529296
190 200 9.930486593843098E-4
0 10 0.0019860973187686196
10 10 0.09334657398212512
20 10 9.930486593843098E-4
130 130 9.930486593843098E-4
80 80 0.0029791459781529296
10 20 9.930486593843098E-4
20 20 0.047666335650446874
260 260 9.930486593843098E-4
270 270 9.930486593843098E-4
150 150 9.930486593843098E-4
90 90 0.005958291956305859
20 30 9.930486593843098E-4
30 30 0.025819265143992055
170 170 0.0029791459781529296
90 100 9.930486593843098E-4
100 100 0.004965243296921549
380 380 9.930486593843098E-4
230 230 9.930486593843098E-4
30 40 9.930486593843098E-4
40 40 0.024826216484607744
160 160 0.004965243296921549
50 50 0.010923535253227408
180 180 0.0019860973187686196
60 60 0.010923535253227408
120 120 9.930486593843098E-4
