0 0 0.19900497512437812
1 0 0.004975124378109453
0 1 0.003980099502487562
1 1 0.17412935323383086
2 1 0.003980099502487562
1 2 9.950248756218905E-4
2 2 0.10248756218905472
3 3 0.06069651741293532
4 3 0.001990049751243781
2 4 9.950248756218905E-4
3 4 9.950248756218905E-4
4 4 0.04776119402985075
6 4 9.950248756218905E-4
4 5 9.950248756218905E-4
5 5 0.03880597014925373
6 5 9.950248756218905E-4
4 6 9.950248756218905E-4
5 6 9.950248756218905E-4
6 6 0.023880597014925373
7 6 9.950248756218905E-4
7 7 0.020895522388059702
8 7 9.950248756218905E-4
7 8 0.001990049751243781
8 8 0.01691542288557214
9 8 9.950248756218905E-4
10 8 9.950248756218905E-4
11 8 9.950248756218905E-4
9 9 0.014925373134328358
10 9 9.950248756218905E-4
9 10 9.950248756218905E-4
10 10 0.011940298507462687
9 11 9.950248756218905E-4
11 11 0.012935323383084577
12 11 9.950248756218905E-4
12 12 0.010945273631840797
13 12 9.950248756218905E-4
12 13 0.001990049751243781
13 13 0.012935323383084577
14 14 0.005970149253731343
14 15 9.950248756218905E-4
15 15 0.010945273631840797
17 17 0.006965174129353234
18 17 9.950248756218905E-4
16 16 0.004975124378109453
19 19 0.003980099502487562
20 19 9.950248756218905E-4
18 18 0.004975124378109453
21 21 0.0029850746268656717
19 20 9.950248756218905E-4
20 20 0.006965174129353234
23 23 0.004975124378109453
22 22 0.009950248756218905
25 25 0.003980099502487562
24 24 0.0029850746268656717
27 27 0.004975124378109453
26 26 0.0029850746268656717
29 29 0.0029850746268656717
29 28 9.950248756218905E-4
28 28 0.004975124378109453
30 30 0.0029850746268656717
