0 0 0.727363184079602
10 0 0.0029850746268656717
70 70 0.006965174129353234
200 200 0.001990049751243781
190 200 9.950248756218905E-4
0 10 0.001990049751243781
10 10 0.09253731343283582
20 10 9.950248756218905E-4
130 130 9.950248756218905E-4
70 80 9.950248756218905E-4
80 80 0.001990049751243781
10 20 9.950248756218905E-4
20 20 0.04875621890547264
260 260 0.001990049751243781
150 150 0.001990049751243781
90 90 0.005970149253731343
20 30 9.950248756218905E-4
30 30 0.023880597014925373
40 30 9.950248756218905E-4
170 170 0.001990049751243781
100 100 0.004975124378109453
380 380 9.950248756218905E-4
230 230 9.950248756218905E-4
30 40 0.001990049751243781
40 40 0.024875621890547265
160 160 0.004975124378109453
50 50 0.008955223880597015
190 190 9.950248756218905E-4
180 180 0.001990049751243781
60 60 0.011940298507462687
120 120 9.950248756218905E-4
